   7.50000030E-02   0.00000000      0.148135930       0.00000000       10220.5391    
   7.50000030E-02   2.16489546E-02  0.148240969       7.31744338E-04   10008.4004    
   7.50000030E-02   7.16489553E-02  0.149287686       2.42712372E-03   9520.25781    
   7.50000030E-02  0.121648952      0.151463658       4.13977867E-03   9034.65820    
   7.50000030E-02  0.171648949      0.154784411       5.88193582E-03   8551.62500    
   7.50000030E-02  0.221648946      0.159273475       7.66609097E-03   8071.20215    
   7.50000030E-02  0.271648943      0.164963037       9.50512476E-03   7593.44385    
   7.50000030E-02  0.321648955      0.171893731       1.14124184E-02   7118.42188    
   7.50000030E-02  0.371648967      0.180115402       1.34019908E-02   6646.21875    
   7.50000030E-02  0.421648979      0.189687386       1.54886171E-02   6176.93457    
   7.50000030E-02  0.471648991      0.200678974       1.76879931E-02   5710.68262    
   7.50000030E-02  0.521649003      0.213170305       2.00168937E-02   5247.58887    
   7.50000030E-02  0.571649015      0.227253079       2.24933214E-02   4787.79688    
   7.50000030E-02  0.621649027      0.243031159       2.51367297E-02   4331.46191    
   7.50000030E-02  0.671649039      0.260621965       2.79681925E-02   3878.75488    
   7.50000030E-02  0.721649051      0.280157447       3.10107060E-02   3429.85547    
   7.50000030E-02  0.771649063      0.301785380       3.42893600E-02   2984.95947    
   7.50000030E-02  0.821649075      0.325670868       3.78316976E-02   2544.27100    
   7.50000030E-02  0.871649086      0.351998180       4.16679904E-02   2108.00244    
   7.50000030E-02  0.921649098      0.380972624       4.58316728E-02   1676.37036    
   7.50000030E-02  0.971649110      0.412822872       5.03596663E-02   1249.59570    
   7.50000030E-02   1.02164912      0.447802216       5.52923419E-02   827.890747    
   7.50000030E-02   1.07164907      0.486184746       6.06700145E-02   411.446106    
   7.50000030E-02   1.12164903      0.528079689       6.65571243E-02   6.27040863E-02
  0.125000000       0.00000000      0.145888433       0.00000000       10215.4658    
  0.125000000       1.96632855E-02  0.145973846       1.10242353E-03   10022.7607    
  0.125000000       6.96632862E-02  0.146961629       3.91393807E-03   9534.48438    
  0.125000000      0.119663283      0.149062112       6.75327284E-03   9048.70898    
  0.125000000      0.169663280      0.152290165       9.64067038E-03   8565.45996    
  0.125000000      0.219663277      0.156668738       1.25968065E-02   8084.77979    
  0.125000000      0.269663274      0.162228853       1.56429820E-02   7606.71973    
  0.125000000      0.319663286      0.169010252       1.88013278E-02   7131.34766    
  0.125000000      0.369663298      0.177061379       2.20950078E-02   6658.74658    
  0.125000000      0.419663310      0.186440036       2.55484339E-02   6189.00977    
  0.125000000      0.469663322      0.197213948       2.91875340E-02   5722.25000    
  0.125000000      0.519663334      0.209461182       3.30399722E-02   5258.58789    
  0.125000000      0.569663346      0.223271236       3.71354781E-02   4798.16260    
  0.125000000      0.619663358      0.238745481       4.15061265E-02   4341.12354    
  0.125000000      0.669663370      0.255998313       4.61866967E-02   3887.63452    
  0.125000000      0.719663382      0.275158584       5.12150452E-02   3437.87256    
  0.125000000      0.769663393      0.296370268       5.66325448E-02   2992.02222    
  0.125000000      0.819663405      0.319794565       6.24845885E-02   2550.28052    
  0.125000000      0.869663417      0.345610887       6.88210353E-02   2112.85107    
  0.125000000      0.919663429      0.374019384       7.56969079E-02   1679.94092    
  0.125000000      0.969663441      0.405242532       8.31730440E-02   1251.75757    
  0.125000000       1.01966345      0.439528614       9.13172066E-02   828.505981    
  0.125000000       1.06966341      0.477165431      0.100208767       410.402527    
  0.125000000       1.11966336      0.518757284      0.109922782      -1.82080269    
  0.174999997       0.00000000      0.142537072       0.00000000       10207.8906    
  0.174999997       1.57246105E-02  0.142590538       1.22539047E-03   10053.7520    
  0.174999997       6.57246113E-02  0.143471688       5.13165770E-03   9565.23340    
  0.174999997      0.115724608      0.145440742       9.07432754E-03   9079.15527    
  0.174999997      0.165724605      0.148511529       1.30814444E-02   8595.54199    
  0.174999997      0.215724602      0.152705744       1.71816275E-02   8114.43311    
  0.174999997      0.265724599      0.158052951       2.14043520E-02   7635.87891    
  0.174999997      0.315724611      0.164591059       2.57801935E-02   7159.94189    
  0.174999997      0.365724623      0.172366574       3.03411521E-02   6686.69971    
  0.174999997      0.415724635      0.181434810       3.51209342E-02   6216.24414    
  0.174999997      0.465724647      0.191860825       4.01552729E-02   5748.67773    
  0.174999997      0.515724659      0.203719616       4.54823114E-02   5284.11865    
  0.174999997      0.565724671      0.217097163       5.11429831E-02   4822.69580    
  0.174999997      0.615724683      0.232090831       5.71814366E-02   4364.55420    
  0.174999997      0.665724695      0.248810679       6.36455193E-02   3909.84644    
  0.174999997      0.715724707      0.267380327       7.05872700E-02   3458.73828    
  0.174999997      0.765724719      0.287938297       7.80635774E-02   3011.40625    
  0.174999997      0.815724730      0.310639143       8.61367285E-02   2568.03345    
  0.174999997      0.865724742      0.335655361       9.48751718E-02   2128.81006    
  0.174999997      0.915724754      0.363178641      0.104354419       1693.92871    
  0.174999997      0.965724766      0.393422574      0.114657886       1263.58057    
  0.174999997       1.01572478      0.426623821      0.125877500       837.950562    
  0.174999997       1.06572473      0.463031858      0.138111994       417.183868    
  0.174999997       1.11572468      0.502617121      0.151474342      0.820159912    
  0.224999994       0.00000000      0.138105705       0.00000000       10197.8564    
  0.224999994       1.17200091E-02  0.138134554       1.16307230E-03   10082.9473    
  0.224999994       6.17200099E-02  0.138905853       6.13558246E-03   9594.17773    
  0.224999994      0.111720011      0.140732735       1.11515028E-02   9107.77148    
  0.224999994      0.161720008      0.143627867       1.62463970E-02   8623.75195    
  0.224999994      0.211720005      0.147611558       2.14565583E-02   8142.15283    
  0.224999994      0.261720002      0.152711600       2.68193018E-02   7663.02002    
  0.224999994      0.311720014      0.158963874       3.23733203E-02   7186.41553    
  0.224999994      0.361720026      0.166412339       3.81590761E-02   6712.40918    
  0.224999994      0.411720037      0.175109655       4.42191325E-02   6241.08643    
  0.224999994      0.461720049      0.185117453       5.05986176E-02   5772.54492    
  0.224999994      0.511720061      0.196507215       5.73456325E-02   5306.89453    
  0.224999994      0.561720073      0.209360391       6.45117611E-02   4844.25439    
  0.224999994      0.611720085      0.223769754       7.21526146E-02   4384.75928    
  0.224999994      0.661720097      0.239839867       8.03283975E-02   3928.55200    
  0.224999994      0.711720109      0.257688105       8.91045704E-02   3475.78418    
  0.224999994      0.761720121      0.277446002       9.85525995E-02   3026.61914    
  0.224999994      0.811720133      0.299260378      0.108750805       2581.22485    
  0.224999994      0.861720145      0.323294669      0.119785070       2139.77271    
  0.224999994      0.911720157      0.349731058      0.131750211       1702.43811    
  0.224999994      0.961720169      0.378771484      0.144750729       1269.39087    
  0.224999994       1.01172018      0.410641342      0.158902764       840.793823    
